,index,Nature mutation,Type de voie,Voie,Code postal,Commune,Code departement,1er lot,Surface Carrez du 1er lot,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,lon,lat,Valeur fonciere
3376,264805,Vente,RUE,DE PICPUS,75012,PARIS 12,75,123,"43,87",2,Appartement,40.0,2.0,2.395516,48.84494,"410000,00"
3379,264818,Vente,AV,DE LA REPUBLIQUE,75011,PARIS 11,75,10,"48,15",2,Appartement,49.0,3.0,2.377014,48.864947,"445000,00"
3381,264823,Vente,AV,PARMENTIER,75011,PARIS 11,75,21,"33,10",2,Appartement,35.0,1.0,2.37377,48.866553,"365000,00"
3382,264824,Vente,BD,DE MENILMONTANT,75011,PARIS 11,75,3,"43,06",1,Appartement,42.0,2.0,2.386479,48.863474,"435000,00"
3384,264828,Vente,RUE,POPINCOURT,75011,PARIS 11,75,126,"28,02",1,Appartement,29.0,1.0,2.3765080000000003,48.85840200000001,"284500,00"
3385,264830,Vente,RUE,DES JARDINIERS,75012,PARIS 12,75,19,"12,20",1,Appartement,15.0,1.0,2.395255,48.833743,"90000,00"
3386,264834,Vente,RUE,DU CHEMIN VERT,75011,PARIS 11,75,17,"92,31",2,Appartement,90.0,4.0,2.384984,48.862348,"700000,00"
3387,264835,Vente,RUE,DES JARDINIERS,75012,PARIS 12,75,27,"14,12",2,Appartement,15.0,1.0,2.395255,48.833743,"137000,00"
3391,264843,Vente,BD,DE CHARONNE,75011,PARIS 11,75,1395,"73,92",2,Appartement,73.0,3.0,2.378826,48.853389,"590000,00"
3394,264848,Vente,RUE,SAINT MAUR,75011,PARIS 11,75,5,"47,47",1,Appartement,48.0,2.0,2.377533,48.865199,"475000,00"
3397,264854,Vente,RUE,DE LA PIERRE LEVEE,75011,PARIS 11,75,11,"106,06",1,Appartement,99.0,5.0,2.37125,48.866323,"1100000,00"
3401,264867,Vente,BD,DE PICPUS,75012,PARIS 12,75,323,"25,44",2,Appartement,47.0,2.0,2.394293,48.846614,"370000,00"
3403,264869,Vente,IMP,SAINT SEBASTIEN,75011,PARIS 11,75,2,"10,09",2,Appartement,16.0,1.0,2.370522,48.861017,"115000,00"
3408,264882,Vente,RUE,LOUIS BONNET,75011,PARIS 11,75,57,"10,65",1,Appartement,10.0,1.0,2.376418,48.870375,"90000,00"
3409,264885,Vente,RUE,DE CHARONNE,75011,PARIS 11,75,14,"35,29",1,Appartement,38.0,2.0,2.374259,48.852343,"305000,00"
3410,264888,Vente,RUE,OBERKAMPF,75011,PARIS 11,75,4003,"110,10",2,Appartement,111.0,5.0,2.381812,48.866833,"765000,00"
3411,264889,Vente,RUE,DE CHARENTON,75012,PARIS 12,75,219,"30,59",2,Appartement,30.0,1.0,2.391867,48.83632,"280000,00"
3412,264892,Vente,RUE,DE MONTREUIL,75011,PARIS 11,75,48,"83,02",1,Appartement,83.0,3.0,2.395531,48.850744,"664000,00"
3413,264893,Vente,RUE,CAMILLE DESMOULINS,75011,PARIS 11,75,16,"54,31",2,Appartement,51.0,3.0,2.38099,48.859013,"490000,00"
3414,264895,Vente,RUE,DU SERGENT BAUCHAT,75012,PARIS 12,75,1071,"29,72",2,Appartement,29.0,1.0,2.3935,48.845689,"282300,00"
3415,264897,Vente,RUE,LAMBLARDIE,75012,PARIS 12,75,2,"34,02",1,Appartement,36.0,2.0,2.398576,48.840869,"274500,00"
3416,264898,Vente,RUE,DE VAUCOULEURS,75011,PARIS 11,75,24,"19,78",1,Appartement,19.0,1.0,2.378325,48.868199,"215000,00"
3418,264902,Vente,RUE,DE PICPUS,75012,PARIS 12,75,1079,"10,93",1,Appartement,9.0,1.0,2.401648,48.837979,"100000,00"
3419,264907,Vente,RUE,PELEE,75011,PARIS 11,75,1215,"50,83",2,Appartement,54.0,2.0,2.369679,48.859735,"520000,00"
3420,264908,Vente,RUE,MERCOEUR,75011,PARIS 11,75,63,"37,20",2,Appartement,38.0,3.0,2.383465,48.857038,"390000,00"
3421,264909,Vente,BD,DE BELLEVILLE,75011,PARIS 11,75,628,"38,61",2,Appartement,39.0,1.0,2.380495,48.868705,"400850,00"
3422,264911,Vente,CITE,DUPONT,75011,PARIS 11,75,22,"18,71",1,Appartement,22.0,1.0,2.38032,48.862594,"190500,00"
3423,264912,Vente,RUE,DE PICPUS,75012,PARIS 12,75,2044,"89,49",2,Appartement,85.0,4.0,2.401002,48.838994,"826000,00"
3424,264915,Vente,RUE,DE MADAGASCAR,75012,PARIS 12,75,114,"26,42",2,Appartement,25.0,2.0,2.397198,48.834725,"261000,00"
3425,264916,Vente,IMP,DU BUREAU,75011,PARIS 11,75,301,"38,50",2,Appartement,39.0,1.0,2.394874,48.85257,"308500,00"
3426,264918,Vente,RUE,DE MONTREUIL,75011,PARIS 11,75,39,"22,67",1,Appartement,25.0,2.0,2.395531,48.850744,"149000,00"
3427,264919,Vente,RUE,AMELOT,75011,PARIS 11,75,36,"20,40",1,Appartement,20.0,1.0,2.368572,48.858487,"198200,00"
3431,264929,Vente,AV,DU GAL MICHEL BIZOT,75012,PARIS 12,75,3,"52,58",1,Appartement,50.0,3.0,2.404109,48.83823,"485000,00"
3432,264931,Vente,RUE,SAINT HUBERT,75011,PARIS 11,75,38,"51,24",1,Appartement,50.0,2.0,2.379443,48.863674,"550000,00"
3433,264933,Vente,RUE,DU FAUBOURG DU TEMPLE,75011,PARIS 11,75,11,"53,56",2,Appartement,52.0,3.0,2.369153,48.869323,"510000,00"
3434,264934,Vente,RUE,GUILLAUME BERTRAND,75011,PARIS 11,75,19,"29,05",2,Appartement,30.0,1.0,2.380192,48.86341,"240000,00"
3435,264937,Vente,RUE,OBERKAMPF,75011,PARIS 11,75,1132,"73,25",2,Appartement,72.0,3.0,2.381812,48.866833,"750000,00"
3437,264940,Vente,CITE,GRISET,75011,PARIS 11,75,129,"72,51",2,Appartement,71.0,1.0,2.379024,48.866593,"757500,00"
3438,264942,Vente,RUE,DE LA FONTAINE AU ROI,75011,PARIS 11,75,119,"56,94",1,Appartement,54.0,3.0,2.37023,48.868357,"578000,00"
3439,264943,Vente,AV,PHILIPPE AUGUSTE,75011,PARIS 11,75,2019,"25,18",2,Appartement,28.0,1.0,2.39072,48.857131,"200000,00"
3440,264947,Vente,RUE,DE PICPUS,75012,PARIS 12,75,4,"55,02",1,Appartement,52.0,3.0,2.399567,48.8402,"512400,00"
3441,264950,Vente,BD,VOLTAIRE,75011,PARIS 11,75,13,"35,07",1,Appartement,35.0,2.0,2.390911,48.851564,"340000,00"
3442,264953,Vente,RUE,DE BERCY,75012,PARIS 12,75,11,"77,85",1,Appartement,77.0,3.0,2.368443,48.847341,"795000,00"
3443,264955,Vente,RUE,DE LA FONTAINE AU ROI,75011,PARIS 11,75,4,"18,23",1,Appartement,21.0,1.0,2.369982,48.868387,"192500,00"
3444,264956,Vente,RUE,OBERKAMPF,75011,PARIS 11,75,6005,"63,44",2,Appartement,64.0,3.0,2.381812,48.866833,"525050,00"
3445,264958,Vente,RUE,DU FAUBOURG DU TEMPLE,75011,PARIS 11,75,82,"34,34",1,Appartement,33.0,1.0,2.365884,48.86824,"282000,00"
3446,264959,Vente,RUE,PLEYEL,75012,PARIS 12,75,5,"42,49",2,Appartement,42.0,2.0,2.391646,48.840101,"315000,00"
3447,264965,Vente,RUE,DU RENDEZ VOUS,75012,PARIS 12,75,51,"73,97",2,Appartement,73.0,3.0,2.402542,48.846089,"620000,00"
3450,264969,Vente,RUE,LEON FROT,75011,PARIS 11,75,552,"69,29",2,Appartement,69.0,3.0,2.387705,48.854548,"589000,00"
3451,264973,Vente,RUE,DES TROIS COURONNES,75011,PARIS 11,75,7,"11,08",1,Appartement,12.0,1.0,2.376177,48.867552,"90000,00"
3452,264974,Vente,RUE,ALEXANDRE DUMAS,75011,PARIS 11,75,26,"39,67",2,Appartement,40.0,2.0,2.394141,48.853958,"400000,00"
3453,264975,Vente,BD,DIDEROT,75012,PARIS 12,75,147,"24,04",2,Appartement,24.0,1.0,2.389271,48.847475,"250000,00"
3454,264976,Vente,AV,PARMENTIER,75011,PARIS 11,75,7,"42,25",1,Appartement,42.0,2.0,2.378729,48.860492,"341000,00"
3455,264977,Vente,IMP,DE LA BALEINE,75011,PARIS 11,75,22,"19,03",2,Appartement,19.0,1.0,2.377794,48.867003,"175000,00"
3458,264984,Vente,RUE,SERVAN,75011,PARIS 11,75,132,"26,50",1,Appartement,28.0,2.0,2.382191,48.862411,"240000,00"
3460,264989,Vente,RUE,SERVAN,75011,PARIS 11,75,14,"39,66",1,Appartement,38.0,2.0,2.382191,48.862411,"295000,00"
3461,264993,Vente,RUE,D AUSTERLITZ,75012,PARIS 12,75,16,"20,72",1,Appartement,21.0,1.0,2.370846,48.847202,"215000,00"
3463,264995,Vente,RUE,DE LA FONTAINE AU ROI,75011,PARIS 11,75,173,"32,70",1,Appartement,34.0,2.0,2.373592,48.868078,"323000,00"
3467,265010,Vente,RUE,DE PICPUS,75012,PARIS 12,75,169,"89,71",2,Appartement,91.0,4.0,2.396305,48.84392800000001,"882000,00"
3471,265015,Vente,RUE,ALEXANDRE DUMAS,75011,PARIS 11,75,10,"41,61",1,Appartement,41.0,2.0,2.3912880000000003,48.853342,"417293,00"
3472,265020,Vente,RUE,DE VAUCOULEURS,75011,PARIS 11,75,24,"28,41",1,Appartement,26.0,2.0,2.378091,48.868486,"253000,00"
3473,265021,Vente,RUE,BAULANT,75012,PARIS 12,75,13,"51,66",2,Appartement,57.0,3.0,2.386701,48.840967,"617900,00"
3474,265022,Vente,RUE,DE TOUL,75012,PARIS 12,75,125,"60,22",2,Appartement,60.0,3.0,2.402494,48.840761,"560000,00"
3475,265027,Vente,CITE,MOYNET,75012,PARIS 12,75,100,"61,76",2,Appartement,62.0,3.0,2.386793,48.843807,"613134,00"
3480,265036,Vente,RUE,DE LA ROQUETTE,75011,PARIS 11,75,38,"40,34",2,Appartement,42.0,2.0,2.378674,48.857168,"427500,00"
3484,265043,Vente,RUE,DE MALTE,75011,PARIS 11,75,17,"70,77",2,Appartement,72.0,4.0,2.3662,48.867626,"700000,00"
3485,265044,Vente,RUE,CHANZY,75011,PARIS 11,75,4,"42,02",1,Appartement,40.0,3.0,2.382976,48.852431,"421050,00"
3488,265049,Vente,RUE,LOUIS BRAILLE,75012,PARIS 12,75,9,"17,36",1,Appartement,21.0,1.0,2.400827,48.839649,"130000,00"
3490,265053,Vente,AV,PHILIPPE AUGUSTE,75011,PARIS 11,75,223,"72,64",2,Appartement,72.0,3.0,2.394923,48.850361,"777900,00"
3491,265055,Vente,RUE,SAINT MAUR,75011,PARIS 11,75,108,"49,00",2,Appartement,49.0,2.0,2.382349,48.859744,"478000,00"
3492,265056,Vente,RUE,DU FBG ST ANTOINE,75011,PARIS 11,75,118,"48,11",2,Appartement,48.0,2.0,2.393431,48.848898,"523000,00"
3495,265067,Vente,RUE,IMMEUBLES INDUSTRIELS,75011,PARIS 11,75,119,"19,00",1,Appartement,21.0,1.0,2.392566,48.849752,"190700,00"
3496,265068,Vente,RUE,DE CHARONNE,75011,PARIS 11,75,19,"47,03",2,Appartement,48.0,2.0,2.381977,48.853838,"479000,00"
3497,265071,Vente,RUE,MORAND,75011,PARIS 11,75,21,"24,98",1,Appartement,36.0,2.0,2.376578,48.868398,"210500,00"
3499,265075,Vente,RUE,SAINT SEBASTIEN,75011,PARIS 11,75,14,"122,90",2,Appartement,122.0,5.0,2.369425,48.861247,"1080000,00"
3502,265080,Vente,RUE,DE LA PETITE PIERRE,75011,PARIS 11,75,119,"89,56",2,Appartement,89.0,4.0,2.389635,48.855224,"860000,00"
3504,265082,Vente,RUE,DU SERGENT BAUCHAT,75012,PARIS 12,75,116,"66,55",2,Appartement,63.0,4.0,2.392112,48.845175,"595000,00"
3505,265083,Vente,BD,DE MENILMONTANT,75011,PARIS 11,75,25,"18,05",1,Appartement,20.0,1.0,2.388056,48.861,"193000,00"
3506,265085,Vente,AV,DE BOUVINES,75011,PARIS 11,75,54,"26,05",2,Appartement,25.0,2.0,2.39598,48.849999,"226000,00"
3509,265095,Vente,RUE,DU FBG ST ANTOINE,75012,PARIS 12,75,27,"14,02",1,Appartement,19.0,1.0,2.38252,48.850201,"216000,00"
3511,265097,Vente,BD,SOULT,75012,PARIS 12,75,305,"48,70",2,Appartement,47.0,2.0,2.408588,48.839891,"414205,00"
3512,265100,Vente,RUE,DE MONTREUIL,75011,PARIS 11,75,20,"47,13",1,Appartement,42.0,2.0,2.395531,48.850744,"391400,00"
3513,265103,Vente,BD,DE CHARONNE,75011,PARIS 11,75,1250,"50,08",2,Appartement,50.0,2.0,2.378826,48.853389,"465000,00"
3514,265105,Vente,RUE,DE CHARONNE,75011,PARIS 11,75,20,"29,94",1,Appartement,30.0,1.0,2.388224,48.855206,"299000,00"
3518,265115,Vente,RUE,ALEXANDRE DUMAS,75011,PARIS 11,75,2035,"39,64",2,Appartement,40.0,2.0,2.391075,48.8533,"413400,00"
3519,265116,Vente,RUE,JEAN PIERRE TIMBAUD,75011,PARIS 11,75,92,"53,52",1,Appartement,54.0,3.0,2.376392,48.867352,"490000,00"
3522,265123,Vente,PAS,DU CHEMIN VERT,75011,PARIS 11,75,321,"17,32",1,Appartement,17.0,1.0,2.3746270000000003,48.859558,"145000,00"
3523,265124,Vente,RUE,DE LA FOLIE REGNAULT,75011,PARIS 11,75,52,"38,91",2,Appartement,39.0,2.0,2.38557,48.861845,"370000,00"
3524,265128,Vente,RUE,DE LA ROQUETTE,75011,PARIS 11,75,6,"26,23",1,Appartement,25.0,1.0,2.378517,48.856942,"275650,00"
3525,265129,Vente,RUE,DE LAPPE,75011,PARIS 11,75,18,"19,46",1,Appartement,20.0,1.0,2.372492,48.853849,"150000,00"
3526,265130,Vente,RUE,CLAUDE TILLIER,75012,PARIS 12,75,48,"14,72",1,Appartement,15.0,1.0,2.388139,48.848302,"160000,00"
3527,265131,Vente,AV,DAUMESNIL,75012,PARIS 12,75,17,"12,00",1,Appartement,13.0,1.0,2.392906,48.840092,"109730,00"
3530,265141,Vente,RUE,DES MEUNIERS,75012,PARIS 12,75,175,"62,23",2,Appartement,60.0,3.0,2.398427,48.833805,"602700,00"
3531,265144,Vente,RUE,DES NANETTES,75011,PARIS 11,75,14,"26,61",2,Appartement,24.0,1.0,2.383389,48.864412,"212000,00"
3533,265157,Vente,RUE,ERARD,75012,PARIS 12,75,15,"36,90",2,Appartement,36.0,2.0,2.386905,48.846699,"355000,00"
3534,265158,Vente,RUE,DE LA FOLIE MERICOURT,75011,PARIS 11,75,61,"17,44",1,Appartement,17.0,1.0,2.372414,48.863642,"160000,00"
3536,265161,Vente,BD,DE REUILLY,75012,PARIS 12,75,13,"41,41",1,Appartement,41.0,2.0,2.388686,48.845678,"425000,00"
3538,265164,Vente,RUE,AUGUSTE BARBIER,75011,PARIS 11,75,17,"33,64",1,Appartement,33.0,2.0,2.371362,48.86878400000001,"369000,00"
3539,265165,Vente,RUE,DE WATTIGNIES,75012,PARIS 12,75,17,"76,00",5,Appartement,86.0,4.0,2.393756,48.836392,"745000,00"
3540,265166,Vente,RUE,TRAVERSIERE,75012,PARIS 12,75,151,"46,90",2,Appartement,47.0,1.0,2.372749,48.847283,"460000,00"
3542,265168,Vente,AV,DE LA REPUBLIQUE,75011,PARIS 11,75,107,"56,74",1,Appartement,56.0,3.0,2.378534,48.864659,"490000,00"
3543,265170,Vente,VLA,GAUDELET,75011,PARIS 11,75,268,"45,01",2,Appartement,45.0,2.0,2.380123,48.86505,"420000,00"
3545,265176,Vente,RUE,CRESPIN DU GAST,75011,PARIS 11,75,150,"45,75",1,Appartement,44.0,2.0,2.381905,48.865606,"353000,00"
3548,265195,Vente,RUE,DU SERGENT BAUCHAT,75012,PARIS 12,75,115,"18,17",2,Appartement,18.0,1.0,2.391659,48.844956,"170000,00"
3549,265196,Vente,RUE,DE PICPUS,75012,PARIS 12,75,487,"76,64",2,Appartement,75.0,4.0,2.403716,48.83501500000001,"650000,00"
3550,265198,Vente,RUE,SEDAINE,75011,PARIS 11,75,19,"47,25",2,Appartement,40.0,2.0,2.375948,48.857554,"450000,00"
3551,265199,Vente,RUE,DE LA VOUTE,75012,PARIS 12,75,5,"27,02",2,Appartement,28.0,2.0,2.4073130000000003,48.845611,"180000,00"
3555,265204,Vente,RUE,DE FECAMP,75012,PARIS 12,75,259,"51,41",2,Appartement,52.0,2.0,2.400448,48.83615,"425100,00"
3557,265207,Vente,RUE,DE CHARENTON,75012,PARIS 12,75,2,"31,21",1,Appartement,32.0,1.0,2.391811,48.836398,"260000,00"
3558,265208,Vente,RUE,DE LA ROQUETTE,75011,PARIS 11,75,12,"258,05",3,Appartement,258.0,7.0,2.379071,48.857319,"2320000,00"
3561,265226,Vente,AV,DAUMESNIL,75012,PARIS 12,75,107,"45,61",2,Appartement,47.0,2.0,2.382205,48.843805,"460000,00"
3565,265240,Vente,PAS,SAINT SEBASTIEN,75011,PARIS 11,75,76,"12,60",1,Appartement,13.0,1.0,2.368659,48.861537,"120000,00"
3566,265241,Vente,RUE,DE COTTE,75012,PARIS 12,75,15,"17,28",1,Appartement,20.0,1.0,2.37785,48.849823,"212000,00"
3568,265243,Vente,RUE,JEAN PIERRE TIMBAUD,75011,PARIS 11,75,18,"37,90",4,Appartement,38.0,2.0,2.368466,48.865296,"412800,00"
3574,265250,Vente,RUE,SAINT SABIN,75011,PARIS 11,75,102,"42,40",3,Appartement,40.0,2.0,2.3688740000000004,48.859108,"412500,00"
3576,265252,Vente,BD,DE CHARONNE,75011,PARIS 11,75,1392,"87,91",2,Appartement,88.0,4.0,2.378826,48.853389,"810000,00"
3578,265255,Vente,AV,DU GAL MICHEL BIZOT,75012,PARIS 12,75,17,"70,02",1,Appartement,67.0,2.0,2.401643,48.835426,"692500,00"
3579,265256,Vente,RUE,SAINTE CLAIRE DEVILLE,75012,PARIS 12,75,7,"29,70",1,Appartement,29.0,3.0,2.387433,48.84415,"271500,00"
3581,265262,Vente,RUE,DE CHARENTON,75012,PARIS 12,75,199,"52,00",2,Appartement,48.0,2.0,2.395924,48.833172,"345000,00"
3583,265273,Vente,PAS,DU CHANTIER,75012,PARIS 12,75,30,"27,51",1,Appartement,30.0,2.0,2.373454,48.851419,"180000,00"
3585,265285,Vente,AV,PARMENTIER,75011,PARIS 11,75,203,"26,35",2,Appartement,24.0,1.0,2.378348,48.86035,"237300,00"
3586,265289,Vente,RUE,JULES CESAR,75012,PARIS 12,75,14,"17,13",1,Appartement,19.0,1.0,2.3687240000000003,48.848903,"199000,00"
3588,265292,Vente,RUE,DE CHARENTON,75012,PARIS 12,75,23,"37,16",1,Appartement,37.0,2.0,2.377328,48.847656,"336000,00"
3589,265293,Vente,BD,VOLTAIRE,75011,PARIS 11,75,25,"49,03",1,Appartement,50.0,3.0,2.37689,48.85992,"510000,00"
3593,265300,Vente,RUE,FABRE D EGLANTINE,75012,PARIS 12,75,11,"102,60",2,Appartement,96.0,5.0,2.395717,48.846346,"900000,00"
3595,265307,Vente,RUE,SAINT MAUR,75011,PARIS 11,75,254,"23,01",2,Appartement,25.0,1.0,2.373619,48.869655,"245000,00"
3596,265309,Vente,RUE,DE LA MAIN D OR,75011,PARIS 11,75,19,"6,48",1,Appartement,10.0,1.0,2.378266,48.851543,"66100,00"
3597,265312,Vente,RUE,DE PICPUS,75012,PARIS 12,75,14,"63,67",1,Appartement,63.0,3.0,2.403229,48.835697,"594000,00"
3598,265313,Vente,RUE,ERARD,75012,PARIS 12,75,1017,"68,50",2,Appartement,69.0,3.0,2.385541,48.84610900000001,"534800,00"
3599,265315,Vente,RUE,OBERKAMPF,75011,PARIS 11,75,3058,"37,57",2,Appartement,37.0,1.0,2.381812,48.866833,"347000,00"
3600,265316,Vente,RUE,JEAN PIERRE TIMBAUD,75011,PARIS 11,75,31,"27,76",1,Appartement,31.0,2.0,2.3796470000000003,48.86855900000001,"305000,00"
3601,265317,Vente,RUE,DE WATTIGNIES,75012,PARIS 12,75,20,"36,52",1,Appartement,37.0,2.0,2.394826,48.836115,"305000,00"
3603,265319,Vente,RUE,BAULANT,75012,PARIS 12,75,27,"11,59",1,Appartement,14.0,1.0,2.387004,48.840957,"136000,00"
3604,265320,Vente,RUE,FROMENT,75011,PARIS 11,75,3,"30,77",1,Appartement,30.0,1.0,2.372979,48.857116,"300000,00"
3605,265321,Vente,RUE,DE LA PRESENTATION,75011,PARIS 11,75,50,"57,84",1,Appartement,57.0,3.0,2.376064,48.871445,"547400,00"
3607,265325,Vente,RUE,OBERKAMPF,75011,PARIS 11,75,34,"30,14",1,Appartement,30.0,1.0,2.378891,48.866088,"325000,00"
3608,265327,Vente,RUE,DE REUILLY,75012,PARIS 12,75,63,"42,25",2,Appartement,42.0,2.0,2.389218,48.845236,"385000,00"
3609,265329,Vente,RUE,DU MARCHE POPINCOURT,75011,PARIS 11,75,65,"32,52",2,Appartement,29.0,2.0,2.373184,48.864128,"330000,00"
3610,265330,Vente,RUE,SAINT MAUR,75011,PARIS 11,75,191,"27,58",2,Appartement,28.0,1.0,2.379763,48.862728,"305000,00"
3611,265331,Vente,RUE,DE MONTREUIL,75011,PARIS 11,75,22,"85,34",2,Appartement,80.0,1.0,2.3902240000000003,48.850411,"760000,00"
3613,265336,Vente,RUE,DE MONTREUIL,75011,PARIS 11,75,15,"33,43",1,Appartement,33.0,2.0,2.396802,48.851121,"320000,00"
3615,265343,Vente,RUE,NEUVE POPINCOURT,75011,PARIS 11,75,9,"22,59",1,Appartement,39.0,3.0,2.373956,48.864486,"259785,00"
3616,265351,Vente,RUE,DE FECAMP,75012,PARIS 12,75,223,"105,61",2,Appartement,102.0,5.0,2.400358,48.836107,"890000,00"
3617,265352,Vente,RUE,RICHARD LENOIR,75011,PARIS 11,75,19,"25,82",1,Appartement,30.0,2.0,2.38121,48.856302,"274000,00"
3618,265354,Vente,RUE,DES BOULETS,75011,PARIS 11,75,680,"74,53",2,Appartement,75.0,3.0,2.389717,48.851183,"670000,00"
3619,265356,Vente,RUE,DE WATTIGNIES,75012,PARIS 12,75,14,"18,86",1,Appartement,18.0,1.0,2.3955490000000004,48.836092,"148500,00"
3620,265359,Vente,RUE,JULES VALLES,75011,PARIS 11,75,15,"10,94",1,Appartement,10.0,1.0,2.385252,48.853238,"98000,00"
3624,265363,Vente,RUE,DU SERGENT BAUCHAT,75012,PARIS 12,75,114,"64,93",2,Appartement,64.0,3.0,2.391659,48.844956,"607000,00"
3626,265368,Vente,PAS,RAUCH,75011,PARIS 11,75,108,"32,19",1,Appartement,31.0,3.0,2.378635,48.85397,"355000,00"
3629,265376,Vente,RUE,SAINT HUBERT,75011,PARIS 11,75,10,"62,33",1,Appartement,60.0,3.0,2.379122,48.863564,"590000,00"
3630,265379,Vente,RUE,RICHARD LENOIR,75011,PARIS 11,75,13,"17,14",1,Appartement,17.0,1.0,2.381507,48.855818,"178000,00"
3631,265380,Vente,RUE,DE CRUSSOL,75011,PARIS 11,75,31,"17,24",1,Appartement,17.0,1.0,2.367659,48.864122,"195000,00"
3632,265381,Vente,RUE,DU DOCTEUR GOUJON,75012,PARIS 12,75,20,"16,41",1,Appartement,17.0,1.0,2.3983950000000003,48.840044,"168000,00"
3638,265395,Vente,AV,PHILIPPE AUGUSTE,75011,PARIS 11,75,32,"12,55",1,Appartement,16.0,1.0,2.392753,48.853097,"125000,00"
3639,265397,Vente,RUE,DE PICPUS,75012,PARIS 12,75,9,"50,40",1,Appartement,43.0,2.0,2.399191,48.840898,"429300,00"
3640,265399,Vente,AV,PHILIPPE AUGUSTE,75011,PARIS 11,75,144,"55,58",2,Appartement,56.0,3.0,2.389848,48.857776,"545000,00"
3641,265410,Vente,PAS,ROCHEBRUNE,75011,PARIS 11,75,15,"24,69",1,Appartement,24.0,2.0,2.380011,48.861839,"249000,00"
3642,265411,Vente,BD,VOLTAIRE,75011,PARIS 11,75,116,"73,42",2,Appartement,70.0,3.0,2.374277,48.86109,"650000,00"
3643,265414,Vente,SQ,STE IRENEE,75011,PARIS 11,75,210,"104,15",2,Appartement,105.0,5.0,2.376978,48.860996,"820050,00"
3644,265415,Vente,RUE,DE CHARONNE,75011,PARIS 11,75,4,"90,89",1,Appartement,80.0,3.0,2.388986,48.855325,"680000,00"
3646,265418,Vente,RUE,DES MEUNIERS,75012,PARIS 12,75,102,"32,67",2,Appartement,33.0,1.0,2.398263,48.833735,"270000,00"
3648,265427,Vente,RUE,CAMILLE DESMOULINS,75011,PARIS 11,75,7,"37,51",1,Appartement,35.0,2.0,2.38171,48.85909,"365500,00"
3649,265428,Vente,AV,PARMENTIER,75011,PARIS 11,75,235,"62,80",1,Appartement,60.0,3.0,2.379035,48.860096,"640000,00"
3651,265430,Vente,AV,DAUMESNIL,75012,PARIS 12,75,46,"12,48",1,Appartement,13.0,1.0,2.404621,48.836492,"135000,00"
3652,265431,Vente,RUE,DU MOULIN JOLY,75011,PARIS 11,75,26,"33,86",1,Appartement,31.0,2.0,2.378294,48.869872,"302000,00"
3655,265435,Vente,RUE,BAULANT,75012,PARIS 12,75,2,"20,58",2,Appartement,21.0,1.0,2.386839,48.841019,"187000,00"
3657,265439,Vente,CITE,DE L AMEUBLEMENT,75011,PARIS 11,75,11,"21,47",1,Appartement,20.0,1.0,2.385716,48.851168,"180000,00"
3661,265445,Vente,RUE,TITON,75011,PARIS 11,75,51,"41,78",1,Appartement,42.0,2.0,2.386396,48.850987,"407000,00"
3663,265447,Vente,RUE,LOUIS BONNET,75011,PARIS 11,75,36,"28,89",1,Appartement,28.0,2.0,2.3769150000000003,48.871642,"210000,00"
3666,265470,Vente,RUE,SAINT SABIN,75011,PARIS 11,75,111,"9,00",1,Appartement,9.0,1.0,2.37196,48.855473,"98000,00"
3670,265480,Vente,RUE,DE LA FOLIE REGNAULT,75011,PARIS 11,75,31,"40,40",3,Appartement,40.0,2.0,2.386314,48.860506,"412000,00"
3671,265482,Vente,RUE,DU FBG ST ANTOINE,75011,PARIS 11,75,44,"56,19",1,Appartement,56.0,3.0,2.380536,48.85054,"325000,00"
3672,265486,Vente,BD,DE CHARONNE,75011,PARIS 11,75,18,"37,80",2,Appartement,40.0,3.0,2.375823,48.853368,"335000,00"
3673,265491,Vente,RUE,DE LA PIERRE LEVEE,75011,PARIS 11,75,169,"32,76",1,Appartement,33.0,1.0,2.370634,48.86727,"350000,00"
3674,265499,Vente,RUE,DE LA VEGA,75012,PARIS 12,75,2,"32,56",1,Appartement,39.0,2.0,2.404865,48.839509,"278200,00"
3675,265501,Vente,BD,VOLTAIRE,75011,PARIS 11,75,25,"16,45",1,Appartement,16.0,1.0,2.394271,48.84962,"168220,00"
3676,265505,Vente,RUE,ALEXANDRE DUMAS,75011,PARIS 11,75,535,"32,70",1,Appartement,32.0,1.0,2.394925,48.854143,"240000,00"
3678,265507,Vente,RUE,DE CHARENTON,75012,PARIS 12,75,4,"27,49",1,Appartement,28.0,2.0,2.384467,48.843839,"269000,00"
3679,265508,Vente,RUE,DE MONTREUIL,75011,PARIS 11,75,24,"33,05",1,Appartement,32.0,1.0,2.393548,48.850633,"315000,00"
3680,265509,Vente,RUE,SAINT SEBASTIEN,75011,PARIS 11,75,5,"23,01",1,Appartement,22.0,1.0,2.370359,48.861498,"200000,00"
3681,265510,Vente,RUE,DU DOCTEUR GOUJON,75012,PARIS 12,75,10,"32,40",1,Appartement,30.0,1.0,2.398691,48.840193,"299000,00"
3683,265514,Vente,RUE,POPINCOURT,75011,PARIS 11,75,69,"30,40",1,Appartement,30.0,2.0,2.376179,48.859127,"280000,00"
3684,265515,Vente,RUE,DE CHARENTON,75012,PARIS 12,75,199,"44,88",1,Appartement,45.0,2.0,2.390936,48.837797,"419000,00"
