,index,Nature mutation,Type de voie,Voie,Code postal,Commune,Code departement,1er lot,Surface Carrez du 1er lot,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,lon,lat,Valeur fonciere
7403,274647,Vente,RUE,EDGAR  FAURE,75015,PARIS 15,75,27,"57,74",1,Appartement,57.0,2.0,2.295353,48.852311,"641000,00"
7404,274651,Vente,RUE,LINOIS,75015,PARIS 15,75,1,"30,38",2,Appartement,24.0,2.0,2.284925,48.847375,"240000,00"
7406,274783,Vente,RUE,DE L ABBE GROULT,75015,PARIS 15,75,15,"21,93",1,Appartement,25.0,1.0,2.294236,48.842019,"245000,00"
7407,274785,Vente,RUE,SAINT CHARLES,75015,PARIS 15,75,67,"43,05",2,Appartement,41.0,3.0,2.282173,48.84258300000001,"387000,00"
7410,274827,Vente,RUE,DES CEVENNES,75015,PARIS 15,75,11,"57,24",2,Appartement,57.0,3.0,2.280631,48.84264500000001,"516620,00"
7411,274828,Vente,RUE,DURANTON,75015,PARIS 15,75,9,"31,01",1,Appartement,30.0,2.0,2.288001,48.838982,"317000,00"
7412,274829,Vente,AV,FELIX FAURE,75015,PARIS 15,75,7,"49,38",1,Appartement,47.0,2.0,2.279934,48.837693,"430000,00"
7414,274832,Vente,RUE,SAINT SAENS,75015,PARIS 15,75,144,"38,00",2,Appartement,71.0,3.0,2.29109,48.852948,"630000,00"
7417,274835,Vente,RUE,BRANCION,75015,PARIS 15,75,25,"43,98",2,Appartement,46.0,3.0,2.303256,48.832613,"358000,00"
7420,274840,Vente,RUE,MADEMOISELLE,75015,PARIS 15,75,67,"17,33",1,Appartement,18.0,1.0,2.301356,48.842901,"152000,00"
7421,274841,Vente,RUE,DE VOUILLE,75015,PARIS 15,75,123,"66,10",1,Appartement,66.0,3.0,2.307056,48.834289,"672000,00"
7422,274846,Vente,QUAI,ANDRE CITROEN,75015,PARIS 15,75,115,"48,86",1,Appartement,49.0,2.0,2.276439,48.844743,"510000,00"
7426,274852,Vente,RUE,VAUGELAS,75015,PARIS 15,75,522,"47,39",2,Appartement,47.0,2.0,2.293253,48.833612,"440000,00"
7428,274856,Vente,AV,FELIX FAURE,75015,PARIS 15,75,10012,"114,10",2,Appartement,114.0,5.0,2.282092,48.83902,"990000,00"
7429,274858,Vente,RUE,ROSENWALD,75015,PARIS 15,75,21,"22,14",1,Appartement,23.0,1.0,2.305739,48.833018,"225500,00"
7430,274859,Vente,RUE,DE L AMIRAL ROUSSIN,75015,PARIS 15,75,84,"11,16",1,Appartement,12.0,1.0,2.299046,48.845354,"110000,00"
7432,274862,Vente,RUE,LECOURBE,75015,PARIS 15,75,1145,"93,34",2,Appartement,93.0,4.0,2.286059,48.837423,"831700,00"
7433,274865,Vente,BD,DE GRENELLE,75015,PARIS 15,75,14,"90,63",2,Appartement,87.0,5.0,2.290695,48.852196,"880000,00"
7434,274866,Vente,RUE,DE LA CONVENTION,75015,PARIS 15,75,8,"15,13",1,Appartement,16.0,1.0,2.29271,48.838797,"162800,00"
7436,274875,Vente,RUE,AUGUSTE BARTHOLDI,75015,PARIS 15,75,15,"33,03",2,Appartement,36.0,2.0,2.294833,48.850872,"330000,00"
7437,274878,Vente,RUE,DE LA PROCESSION,75015,PARIS 15,75,40,"10,93",1,Appartement,10.0,1.0,2.305844,48.839473,"113000,00"
7439,274887,Vente,RUE,DALOU,75015,PARIS 15,75,3,"52,32",2,Appartement,50.0,3.0,2.314639,48.842567,"475000,00"
7440,274888,Vente,RUE,LECOURBE,75015,PARIS 15,75,51,"17,23",2,Appartement,18.0,1.0,2.306098,48.843757,"152000,00"
7441,274891,Vente,RUE,DE L ARRIVEE,75015,PARIS 15,75,5,"43,12",1,Appartement,45.0,3.0,2.322331,48.843815,"460000,00"
7442,274892,Vente,RUE,DE LA CONVENTION,75015,PARIS 15,75,11,"72,22",1,Appartement,60.0,3.0,2.282086,48.843628,"688650,00"
7443,274901,Vente,QUAI,ANDRE CITROEN,75015,PARIS 15,75,310,"104,78",3,Appartement,109.0,5.0,2.280152,48.847826,"1160000,00"
7444,274906,Vente,RUE,COPREAUX,75015,PARIS 15,75,30,"29,42",2,Appartement,29.0,2.0,2.306884,48.841901,"275000,00"
7447,274911,Vente,AV,FELIX FAURE,75015,PARIS 15,75,5,"84,23",1,Appartement,87.0,3.0,2.284632,48.8399,"935000,00"
7449,274914,Vente,RUE,LAKANAL,75015,PARIS 15,75,618,"65,09",2,Appartement,67.0,3.0,2.294916,48.844169,"672000,00"
7450,274918,Vente,RUE,OLIVIER DE SERRES,75015,PARIS 15,75,16,"73,78",2,Appartement,75.0,4.0,2.297495,48.83642800000001,"743500,00"
7451,274919,Vente,AV,DE SUFFREN,75015,PARIS 15,75,28,"93,31",2,Appartement,92.0,3.0,2.294776,48.85491500000001,"1060000,00"
7452,274921,Vente,RUE,DE LOURMEL,75015,PARIS 15,75,9,"81,12",1,Appartement,81.0,4.0,2.282394,48.839263,"665000,00"
7454,274929,Vente,RUE,DE LA CROIX NIVERT,75015,PARIS 15,75,670,"23,42",1,Appartement,23.0,1.0,2.290114,48.839476,"240000,00"
7455,274931,Vente,RUE,DESNOUETTES,75015,PARIS 15,75,17,"84,04",1,Appartement,84.0,4.0,2.288389,48.835901,"830000,00"
7456,274933,Vente,RUE,SAINT AMAND,75015,PARIS 15,75,448,"17,14",2,Appartement,17.0,1.0,2.307659,48.835519,"150000,00"
7461,274945,Vente,AV,DE LA PORTE DE PLAISANCE,75015,PARIS 15,75,101,"97,25",1,Appartement,97.0,4.0,2.29591,48.829226,"1010000,00"
7463,275003,Vente,QUAI,DE GRENELLE,75015,PARIS 15,75,18,"41,07",1,Appartement,39.0,2.0,2.287304,48.85331,"431000,00"
7464,275004,Vente,RUE,DE MONTEBELLO,75015,PARIS 15,75,8,"35,70",1,Appartement,37.0,2.0,2.302331,48.829605,"293000,00"
7465,275005,Vente,RUE,MADEMOISELLE,75015,PARIS 15,75,17,"34,35",1,Appartement,45.0,2.0,2.295429,48.84367,"332500,00"
7466,275006,Vente,BD,DE VAUGIRARD,75015,PARIS 15,75,5143,"41,90",2,Appartement,45.0,2.0,2.317545,48.841433,"400000,00"
7468,275010,Vente,RUE,DE VOUILLE,75015,PARIS 15,75,6,"58,00",1,Appartement,28.0,1.0,2.307056,48.834289,"295000,00"
7471,275016,Vente,RUE,AUGUSTE BARTHOLDI,75015,PARIS 15,75,13,"48,84",1,Appartement,48.0,3.0,2.294455,48.850621,"540000,00"
7472,275019,Vente,RUE,DU THEATRE,75015,PARIS 15,75,16,"60,02",1,Appartement,58.0,2.0,2.291098,48.847818,"626800,00"
7473,275020,Vente,RUE,BALARD,75015,PARIS 15,75,30,"51,71",2,Appartement,56.0,2.0,2.278418,48.837445,"568500,00"
7474,275021,Vente,RUE,DE CHAMBERY,75015,PARIS 15,75,14,"45,77",2,Appartement,53.0,2.0,2.303429,48.831095,"455000,00"
7475,275023,Vente,QUAI,DE GRENELLE,75015,PARIS 15,75,165,"136,42",2,Appartement,152.0,6.0,2.286205,48.852201,"1470000,00"
7476,275024,Vente,RUE,D ALLERAY,75015,PARIS 15,75,15,"18,24",2,Appartement,18.0,1.0,2.307227,48.836261,"148000,00"
7477,275025,Vente,RUE,JUGE,75015,PARIS 15,75,239,"29,06",1,Appartement,30.0,1.0,2.293115,48.849809,"309300,00"
7478,275026,Vente,RUE,DE L ABBE GROULT,75015,PARIS 15,75,19,"32,89",1,Appartement,33.0,2.0,2.295209,48.841219,"362573,00"
7479,275027,Vente,RUE,DU HAMEAU,75015,PARIS 15,75,1106,"45,60",2,Appartement,44.0,2.0,2.287233,48.833841,"310000,00"
7480,275029,Vente,RUE,FRANCOIS BONVIN,75015,PARIS 15,75,90,"38,00",1,Appartement,38.0,2.0,2.306085,48.844275,"262000,00"
7481,275031,Vente,RUE,DE L ABBE GROULT,75015,PARIS 15,75,4,"49,95",1,Appartement,51.0,3.0,2.299303,48.837663,"540000,00"
7482,275032,Vente,RUE,DE LA CONVENTION,75015,PARIS 15,75,9,"64,43",1,Appartement,63.0,3.0,2.293127,48.838608,"662150,00"
7483,275034,Vente,RUE,VASCO DE GAMA,75015,PARIS 15,75,403,"26,01",2,Appartement,26.0,1.0,2.282674,48.837495,"253000,00"
7484,275035,Vente,RUE,D ALLERAY,75015,PARIS 15,75,4,"18,16",1,Appartement,18.0,1.0,2.30898,48.836267,"140000,00"
7485,275037,Vente,CITE,AUGUSTE CHABRIERES,75015,PARIS 15,75,25,"64,05",2,Appartement,64.0,4.0,2.289039,48.83466,"670000,00"
7487,275062,Vente,RUE,FONDARY,75015,PARIS 15,75,5,"15,23",1,Appartement,19.0,1.0,2.295488,48.84727,"155000,00"
7491,275068,Vente,RUE,CAMBRONNE,75015,PARIS 15,75,278,"31,06",2,Appartement,31.0,2.0,2.302902,48.842134,"309380,00"
7492,275069,Vente,RUE,THIBOUMERY,75015,PARIS 15,75,422,"36,16",2,Appartement,36.0,1.0,2.30403,48.835345,"278000,00"
7493,275071,Vente,RUE,LECOURBE,75015,PARIS 15,75,222,"31,05",2,Appartement,32.0,1.0,2.295249,48.840169,"347000,00"
7494,275072,Vente,RUE,FONDARY,75015,PARIS 15,75,11,"58,17",1,Appartement,59.0,3.0,2.294508,48.847525,"606000,00"
7495,275073,Vente,RUE,CHARLES LECOCQ,75015,PARIS 15,75,209,"27,19",1,Appartement,28.0,1.0,2.294068,48.841412,"283000,00"
7497,275085,Vente,RUE,DE LOURMEL,75015,PARIS 15,75,117,"59,05",1,Appartement,61.0,3.0,2.286377,48.843125,"469680,00"
7499,275087,Vente,RUE,DE VAUGIRARD,75015,PARIS 15,75,162,"14,46",1,Appartement,14.0,1.0,2.29126,48.83472,"144000,00"
7501,275090,Vente,RUE,JEAN DAUDIN,75015,PARIS 15,75,215,"32,74",2,Appartement,34.0,2.0,2.3078830000000004,48.844796,"300000,00"
7502,275091,Vente,RUE,DE L EGLISE,75015,PARIS 15,75,44,"62,35",1,Appartement,61.0,3.0,2.291411,48.84280800000001,"660000,00"
7504,275093,Vente,AV,FELIX FAURE,75015,PARIS 15,75,10,"58,13",1,Appartement,60.0,3.0,2.286103,48.840492,"663550,00"
7507,275098,Vente,RUE,DE L AMIRAL ROUSSIN,75015,PARIS 15,75,31,"37,07",1,Appartement,36.0,2.0,2.29889,48.845901,"376300,00"
7508,275100,Vente,RUE,CORBON,75015,PARIS 15,75,5,"50,75",2,Appartement,51.0,2.0,2.302812,48.835999,"439300,00"
7510,275102,Vente,RUE,DE CRONSTADT,75015,PARIS 15,75,7,"41,52",1,Appartement,39.0,2.0,2.300829,48.833078,"363000,00"
7514,275109,Vente,RUE,SAINT AMAND,75015,PARIS 15,75,1231,"35,32",2,Appartement,35.0,1.0,2.308081,48.835103,"349507,00"
7515,275110,Vente,RUE,DES MORILLONS,75015,PARIS 15,75,25,"40,00",2,Appartement,43.0,2.0,2.299028,48.833463,"370000,00"
7516,275111,Vente,QUAI,ANDRE CITROEN,75015,PARIS 15,75,262,"112,03",2,Appartement,114.0,5.0,2.276439,48.844743,"970000,00"
7518,275116,Vente,RUE,BLOMET,75015,PARIS 15,75,106,"72,89",2,Appartement,73.0,3.0,2.300659,48.8409,"780000,00"
7524,275129,Vente,RUE,DE VAUGIRARD,75015,PARIS 15,75,66,"8,15",1,Appartement,8.0,1.0,2.290248,48.834082,"65000,00"
7526,275165,Vente,VLA,DES ENTREPRENEURS,75015,PARIS 15,75,14,"82,84",2,Appartement,81.0,4.0,2.286073,48.84591,"878000,00"
7527,275167,Vente,BD,LEFEBVRE,75015,PARIS 15,75,27,"87,16",2,Appartement,90.0,4.0,2.291196,48.831673,"775000,00"
7529,275170,Vente,RUE,FRANCOIS BONVIN,75015,PARIS 15,75,33,"29,36",2,Appartement,30.0,2.0,2.305702,48.844774,"310000,00"
7530,275175,Vente,RUE,DE VAUGIRARD,75015,PARIS 15,75,205,"87,70",2,Appartement,89.0,3.0,2.28916,48.833519,"841400,00"
7535,275180,Vente,IMP,DE PRESLES,75015,PARIS 15,75,25,"20,70",2,Appartement,21.0,1.0,2.295793,48.852647,"203000,00"
7538,275187,Vente,RUE,VIALA,75015,PARIS 15,75,15,"21,51",1,Appartement,25.0,1.0,2.289314,48.850055,"240000,00"
7541,275191,Vente,RUE,CHARLES LECOCQ,75015,PARIS 15,75,2,"98,70",1,Appartement,90.0,4.0,2.294569,48.840944,"923836,00"
7542,275192,Vente,RUE,DE L ABBE GROULT,75015,PARIS 15,75,68,"27,05",2,Appartement,24.0,2.0,2.294934,48.841542,"260000,00"
7544,275196,Vente,RUE,DE LA PROCESSION,75015,PARIS 15,75,32,"82,74",2,Appartement,84.0,6.0,2.307452,48.838086,"790000,00"
7545,275197,Vente,RUE,FRANCOIS MOUTHON,75015,PARIS 15,75,18,"57,96",1,Appartement,55.0,3.0,2.29178,48.838836,"569800,00"
7547,275200,Vente,RUE,BRANCION,75015,PARIS 15,75,29,"41,60",2,Appartement,43.0,3.0,2.303256,48.832613,"390000,00"
7548,275202,Vente,RUE,SAINT LAMBERT,75015,PARIS 15,75,154,"72,02",2,Appartement,70.0,3.0,2.293503,48.836311,"665000,00"
7549,275203,Vente,RUE,SAINT LAMBERT,75015,PARIS 15,75,1,"33,06",1,Appartement,34.0,2.0,2.292412,48.837102,"214930,00"
7550,275204,Vente,BD,PASTEUR,75015,PARIS 15,75,105,"47,58",2,Appartement,48.0,3.0,2.313185,48.841613,"463000,00"
7551,275206,Vente,RUE,OLIVIER DE SERRES,75015,PARIS 15,75,26,"49,54",2,Appartement,51.0,3.0,2.295886,48.8346,"525000,00"
7552,275211,Vente,RUE,EUGENE GIBEZ,75015,PARIS 15,75,19,"41,97",2,Appartement,42.0,2.0,2.295048,48.835644,"316000,00"
7554,275216,Vente,RUE,CLODION,75015,PARIS 15,75,18,"33,72",1,Appartement,26.0,2.0,2.292767,48.851371,"268000,00"
7555,275218,Vente,RUE,DES MORILLONS,75015,PARIS 15,75,126,"29,51",1,Appartement,29.0,2.0,2.296136,48.834421,"285000,00"
7556,275220,Vente,RUE,DES BERGERS,75015,PARIS 15,75,11,"46,88",1,Appartement,48.0,2.0,2.2822310000000003,48.844258,"440000,00"
7558,275223,Vente,RUE,DE JAVEL,75015,PARIS 15,75,203,"113,00",1,Appartement,125.0,4.0,2.280452,48.846674,"889940,00"
7559,275226,Vente,RUE,GUTENBERG,75015,PARIS 15,75,41,"44,50",2,Appartement,61.0,2.0,2.281153,48.843935,"550000,00"
7561,275229,Vente,RUE,SAINT SAENS,75015,PARIS 15,75,154,"70,79",1,Appartement,71.0,3.0,2.29109,48.852948,"680000,00"
7562,275235,Vente,RUE,ANTOINE BOURDELLE,75015,PARIS 15,75,92,"33,72",1,Appartement,33.0,2.0,2.319048,48.843056,"326000,00"
7567,275253,Vente,RUE,DU THEATRE,75015,PARIS 15,75,103,"38,29",1,Appartement,38.0,1.0,2.295593,48.845958,"365000,00"
7569,275256,Vente,RUE,DE LA CROIX NIVERT,75015,PARIS 15,75,10,"124,16",1,Appartement,140.0,4.0,2.28988,48.83408,"1288300,00"
7571,275262,Vente,QUAI,ANDRE CITROEN,75015,PARIS 15,75,32,"56,71",2,Appartement,58.0,3.0,2.280152,48.847826,"560000,00"
7572,275263,Vente,RUE,MADEMOISELLE,75015,PARIS 15,75,41,"20,28",1,Appartement,18.0,1.0,2.300271,48.843223,"192000,00"
7575,275273,Vente,RUE,LECOURBE,75015,PARIS 15,75,14,"19,07",1,Appartement,18.0,1.0,2.307809,48.844018,"206780,00"
7576,275276,Vente,RUE,FONDARY,75015,PARIS 15,75,12,"13,72",1,Appartement,26.0,1.0,2.292977,48.848239,"169000,00"
7577,275277,Vente,RUE,LECOURBE,75015,PARIS 15,75,3,"92,06",1,Appartement,92.0,4.0,2.302062,48.842533,"955000,00"
7578,275278,Vente,RUE,DU HAMEAU,75015,PARIS 15,75,43,"80,12",2,Appartement,80.0,4.0,2.286891,48.83384,"700000,00"
7579,275281,Vente,RUE,FRANCOIS MOUTHON,75015,PARIS 15,75,4,"60,07",1,Appartement,59.0,3.0,2.29178,48.838836,"522000,00"
7581,275285,Vente,RUE,DE VOUILLE,75015,PARIS 15,75,1342,"34,33",2,Appartement,39.0,2.0,2.303586,48.835282,"381000,00"
7583,275292,Vente,RUE,SAINT CHARLES,75015,PARIS 15,75,5,"39,74",1,Appartement,37.0,2.0,2.285355,48.8463,"380000,00"
7584,275296,Vente,RUE,DU THEATRE,75015,PARIS 15,75,115,"36,80",1,Appartement,37.0,1.0,2.288365,48.84872,"392000,00"
7585,275297,Vente,RUE,ROUELLE,75015,PARIS 15,75,82,"26,83",1,Appartement,27.0,1.0,2.289552,48.849438,"280000,00"
7586,275299,Vente,RUE,DE VOUILLE,75015,PARIS 15,75,105,"28,90",1,Appartement,29.0,1.0,2.307056,48.834289,"301700,00"
7588,275318,Vente,RUE,LABROUSTE,75015,PARIS 15,75,106,"50,54",1,Appartement,50.0,3.0,2.306844,48.832641,"442000,00"
7589,275321,Vente,RUE,DOMBASLE,75015,PARIS 15,75,11,"34,56",2,Appartement,37.0,2.0,2.301142,48.83554,"323500,00"
7591,275324,Vente,RUE,FERDINAND FABRE,75015,PARIS 15,75,1,"105,05",1,Appartement,104.0,3.0,2.295968,48.839082,"860000,00"
7592,275326,Vente,RUE,DE VAUGIRARD,75015,PARIS 15,75,1050,"51,55",2,Appartement,50.0,2.0,2.297162,48.837481,"520000,00"
7594,275335,Vente,RUE,DE LA CONVENTION,75015,PARIS 15,75,10,"63,67",1,Appartement,65.0,3.0,2.284078,48.842962,"699850,00"
7596,275339,Vente,VLA,POIRIER,75015,PARIS 15,75,11,"45,67",1,Appartement,45.0,2.0,2.304098,48.844106,"448000,00"
7597,275340,Vente,RUE,LACORDAIRE,75015,PARIS 15,75,1149,"58,02",2,Appartement,56.0,3.0,2.28162,48.841079,"545000,00"
7598,275347,Vente,BD,GARIBALDI,75015,PARIS 15,75,12,"28,89",1,Appartement,29.0,2.0,2.307121,48.846515,"260000,00"
7599,275349,Vente,PL,D ALLERAY,75015,PARIS 15,75,1219,"82,47",2,Appartement,80.0,4.0,2.307033,48.836538,"770000,00"
7600,275351,Vente,PL,ETIENNE PERNET,75015,PARIS 15,75,30,"84,20",1,Appartement,82.0,4.0,2.292174,48.843249,"835000,00"
7601,275356,Vente,RUE,ALPHONSE BERTILLON,75015,PARIS 15,75,23,"26,60",2,Appartement,26.0,2.0,2.309958,48.83366,"270000,00"
7602,275357,Vente,RUE,HENRI BOCQUILLON,75015,PARIS 15,75,19,"69,91",2,Appartement,69.0,3.0,2.290193,48.8416,"678000,00"
7603,275358,Vente,RUE,DU CAPT SCOTT,75015,PARIS 15,75,47,"25,15",1,Appartement,25.0,1.0,2.294288,48.854197,"220000,00"
7604,275359,Vente,RUE,CASTAGNARY,75015,PARIS 15,75,7,"10,63",1,Appartement,10.0,1.0,2.304543,48.829971,"100000,00"
7605,275360,Vente,RUE,JEAN MARIDOR,75015,PARIS 15,75,4,"28,30",1,Appartement,27.0,1.0,2.286905,48.838681,"296000,00"
7606,275362,Vente,RUE,LECOURBE,75015,PARIS 15,75,1092,"90,00",2,Appartement,90.0,4.0,2.286059,48.837423,"744230,00"
7607,275368,Vente,RUE,DU THEATRE,75015,PARIS 15,75,56,"41,60",1,Appartement,42.0,2.0,2.288365,48.84872,"440000,00"
7608,275369,Vente,BD,DE GRENELLE,75015,PARIS 15,75,7,"34,68",1,Appartement,42.0,2.0,2.293778,48.850597,"390950,00"
7609,275374,Vente,RUE,TISSERAND,75015,PARIS 15,75,18,"42,39",2,Appartement,37.0,2.0,2.285207,48.840269,"250000,00"
7610,275375,Vente,RUE,DE LA CROIX NIVERT,75015,PARIS 15,75,332,"30,14",2,Appartement,30.0,1.0,2.29708,48.844616,"310000,00"
7612,275379,Vente,RUE,LECOURBE,75015,PARIS 15,75,14,"29,40",2,Appartement,29.0,1.0,2.282213,48.836166,"270000,00"
7613,275383,Vente,RUE,LERICHE,75015,PARIS 15,75,10,"29,42",1,Appartement,29.0,2.0,2.294494,48.835478,"290000,00"
7614,275385,Vente,RUE,DE PRESLES,75015,PARIS 15,75,31,"65,55",1,Appartement,62.0,3.0,2.296606,48.852233,"640000,00"
7616,275388,Vente,RUE,DE VAUGIRARD,75015,PARIS 15,75,271,"65,53",2,Appartement,65.0,4.0,2.304865,48.840477,"703000,00"
7619,275391,Vente,BD,DE GRENELLE,75015,PARIS 15,75,60,"34,91",1,Appartement,40.0,1.0,2.290695,48.852196,"440000,00"
7621,275396,Vente,RUE,DE VAUGIRARD,75015,PARIS 15,75,16,"70,22",2,Appartement,72.0,3.0,2.2953330000000003,48.836514,"705000,00"
7623,275399,Vente,RUE,DE CHAMBERY,75015,PARIS 15,75,20,"27,80",1,Appartement,28.0,1.0,2.303897,48.831523,"299000,00"
7625,275405,Vente,RUE,SEBASTIEN MERCIER,75015,PARIS 15,75,15,"23,46",1,Appartement,24.0,1.0,2.278143,48.844689,"220000,00"
7627,275410,Vente,RUE,DE L ABBE GROULT,75015,PARIS 15,75,14,"40,02",2,Appartement,40.0,2.0,2.294934,48.841542,"411483,00"
7629,275415,Vente,RUE,MAUBLANC,75015,PARIS 15,75,4,"56,31",1,Appartement,57.0,2.0,2.299961,48.839719,"566500,00"
7632,275418,Vente,RUE,LECOURBE,75015,PARIS 15,75,18,"53,64",1,Appartement,50.0,2.0,2.284624,48.837174,"425000,00"
7633,275420,Vente,RUE,BOUILLOUX LAFONT,75015,PARIS 15,75,19,"53,93",3,Appartement,53.0,3.0,2.279985,48.837009,"536000,00"
7634,275422,Vente,RUE,ANDRE GIDE,75015,PARIS 15,75,13,"38,33",2,Appartement,38.0,2.0,2.312963,48.83724,"426400,00"
7635,275425,Vente,AV,EMILE ZOLA,75015,PARIS 15,75,388,"50,79",2,Appartement,52.0,1.0,2.283672,48.84633400000001,"445000,00"
7636,275428,Vente,RUE,DE L EGLISE,75015,PARIS 15,75,29,"31,02",1,Appartement,30.0,1.0,2.286208,48.84482,"332500,00"
7637,275429,Vente,RUE,DE LA CROIX NIVERT,75015,PARIS 15,75,36,"67,40",2,Appartement,67.0,2.0,2.298021,48.845579,"688200,00"
7638,275432,Vente,RUE,DURANTON,75015,PARIS 15,75,9,"31,52",1,Appartement,32.0,2.0,2.287372,48.839348,"235000,00"
7639,275434,Vente,RUE,VASCO DE GAMA,75015,PARIS 15,75,339,"66,00",2,Appartement,66.0,3.0,2.283242,48.837039,"700000,00"
7640,275435,Vente,RUE,ROBERT FLEURY,75015,PARIS 15,75,14,"36,30",2,Appartement,44.0,2.0,2.301495,48.843711,"271200,00"
7641,275436,Vente,RUE,DU GAL ESTIENNE,75015,PARIS 15,75,18,"33,89",2,Appartement,33.0,2.0,2.284201,48.844122,"379950,00"
7642,275441,Vente,RUE,DE LA CROIX NIVERT,75015,PARIS 15,75,15,"50,04",1,Appartement,49.0,3.0,2.299313,48.846477,"521000,00"
7643,275442,Vente,RUE,ROUELLE,75015,PARIS 15,75,33,"23,23",1,Appartement,26.0,3.0,2.28968,48.849544,"295000,00"
7644,275443,Vente,RUE,DE LOURMEL,75015,PARIS 15,75,8,"35,46",1,Appartement,36.0,1.0,2.284114,48.840389,"332000,00"
7646,275453,Vente,RUE,DESAIX,75015,PARIS 15,75,30,"101,20",2,Appartement,105.0,4.0,2.292332,48.852404,"1210000,00"
7648,275456,Vente,BD,PASTEUR,75015,PARIS 15,75,10,"88,24",2,Appartement,89.0,4.0,2.314884,48.840923,"850600,00"
7649,275457,Vente,RUE,DE VAUGIRARD,75015,PARIS 15,75,38,"43,10",1,Appartement,53.0,2.0,2.290248,48.834082,"390000,00"
7651,275461,Vente,RUE,LERICHE,75015,PARIS 15,75,12,"29,37",1,Appartement,25.0,2.0,2.294494,48.835478,"230000,00"
7653,275463,Vente,RUE,LECOURBE,75015,PARIS 15,75,432,"104,55",2,Appartement,108.0,5.0,2.283158,48.836885,"1132400,00"
7656,275467,Vente,RUE,LECOURBE,75015,PARIS 15,75,181,"30,00",2,Appartement,30.0,1.0,2.282213,48.836166,"315000,00"
7658,275470,Vente,VLA,POIRIER,75015,PARIS 15,75,10,"79,88",2,Appartement,81.0,4.0,2.3041970000000003,48.843962,"842200,00"
7659,275477,Vente,RUE,DES MORILLONS,75015,PARIS 15,75,30,"17,60",2,Appartement,17.0,1.0,2.306393,48.831538,"116000,00"
7660,275478,Vente,BD,DE GRENELLE,75015,PARIS 15,75,48,"18,46",1,Appartement,20.0,1.0,2.290295,48.853326,"210000,00"
7661,275479,Vente,VLA,POIRIER,75015,PARIS 15,75,8,"41,69",1,Appartement,41.0,2.0,2.304098,48.844106,"388000,00"
7663,275482,Vente,IMP,MATHIEU,75015,PARIS 15,75,289,"45,51",1,Appartement,50.0,1.0,2.312911,48.841306,"429105,00"
7665,275487,Vente,RUE,LAKANAL,75015,PARIS 15,75,647,"82,56",2,Appartement,80.0,3.0,2.294916,48.844169,"810000,00"
7666,275491,Vente,SQ,DESAIX,75015,PARIS 15,75,16,"78,03",2,Appartement,78.0,3.0,2.292109,48.852877,"745000,00"
7667,275497,Vente,RUE,JEAN MARIDOR,75015,PARIS 15,75,6,"73,06",1,Appartement,62.0,3.0,2.287387,48.83823,"588090,00"
7668,275499,Vente,RUE,OLIVIER DE SERRES,75015,PARIS 15,75,2,"41,32",1,Appartement,42.0,3.0,2.29335,48.831943,"308750,00"
7669,275500,Vente,RUE,JEAN MARIDOR,75015,PARIS 15,75,25,"18,76",1,Appartement,32.0,1.0,2.287025,48.83861,"225000,00"
7670,275501,Vente,RUE,LECOURBE,75015,PARIS 15,75,261,"60,23",2,Appartement,63.0,2.0,2.304737,48.84334000000001,"607000,00"
7671,275503,Vente,RUE,OLIVIER DE SERRES,75015,PARIS 15,75,110,"58,15",2,Appartement,57.0,3.0,2.295331,48.834254,"535249,00"
7674,275507,Vente,QUAI,ANDRE CITROEN,75015,PARIS 15,75,258,"48,68",1,Appartement,49.0,2.0,2.276439,48.844743,"526000,00"
7675,275508,Vente,RUE,GRAMME,75015,PARIS 15,75,24,"33,90",1,Appartement,33.0,2.0,2.296552,48.844887,"369150,00"
7676,275511,Vente,RUE,DES CEVENNES,75015,PARIS 15,75,569,"68,65",2,Appartement,72.0,4.0,2.282384,48.841515,"646000,00"
7677,275512,Vente,RUE,ROBERT DE FLERS,75015,PARIS 15,75,195,"86,39",2,Appartement,87.0,3.0,2.285218,48.850564,"691000,00"
7679,275519,Vente,RUE,DE LA CONVENTION,75015,PARIS 15,75,8,"67,00",2,Appartement,66.0,3.0,2.294038,48.838433,"645000,00"
7681,275524,Vente,RUE,JEAN MARIDOR,75015,PARIS 15,75,21,"23,03",2,Appartement,23.0,1.0,2.285638,48.839424,"235000,00"
7682,275527,Vente,RUE,DE LA CROIX NIVERT,75015,PARIS 15,75,18,"29,76",2,Appartement,28.0,2.0,2.2893790000000003,48.836965,"302631,00"
7684,275530,Vente,RUE,DE DANTZIG,75015,PARIS 15,75,71,"25,37",1,Appartement,26.0,1.0,2.300759,48.835389,"260000,00"
7686,275533,Vente,RUE,FIRMIN GILLOT,75015,PARIS 15,75,7,"32,33",1,Appartement,32.0,2.0,2.2907990000000003,48.832279,"256000,00"
7687,275537,Vente,RUE,LECOURBE,75015,PARIS 15,75,220,"69,81",1,Appartement,68.0,2.0,2.302262,48.842299,"619000,00"
7690,275541,Vente,RUE,DU COMMERCE,75015,PARIS 15,75,114,"15,15",1,Appartement,20.0,1.0,2.297292,48.848427,"205000,00"
7691,275542,Vente,RUE,DU HAMEAU,75015,PARIS 15,75,3,"36,34",2,Appartement,36.0,2.0,2.287107,48.833766,"345024,00"
